NCR (National Capital Region),District,20th Congress,19th congress,18th Congress,17th Congress,16th Congress,15th Congress,14th Congress,13th Congress,12th Congress,11th Congress,10th Congress,9th Congress,8th Congress
BARMM (Bangsamoro Autonomous Region in Muslim Mindanao),"Maguindanao del Sur, Lone District","Mangudadatu, Esmael ""Toto"" Gaguil","Paglas, Mohamad Sr. ""Tong"" P.",,,,,,,,,,,
Region IX (Zamboanga Peninsula),"Zamboanga Sibugay, 1st District","Bancoro, Marlo","Palma, Wilter Yap","Palma, Wilter ""Sharky"" II Wee","Palma, Wilter ""Sharky"" II Wee","Cabilao, Belma A.","Yambao, Jonathan C.","Cabilao, Belma A.",,,,,,
Region IV-B (MIMAROPA),"Oriental Mindoro, 1st District","Panaligan, Arnan Capulong","Panaligan, Arnan Capulong","Leachon, Paulino Salvador ""Doy"" C.","Leachon, Paulino Salvador ""Doy"" C.","Leachon, Paulino Salvador ""Doy"" C.","Valencia, Rodolfo G.","Valencia, Rodolfo G.","Valencia, Rodolfo G.","Leviste, Charity Panaligan","Leviste, J. Renato V.","Leviste, J. Renato V.","Leviste, J. Renato V.","Valencia, Rodolfo G."
Region III (Central Luzon),"Bulacan, 2nd District","Pancho, Augustina Dominique ""Ditse Tina"" Cruz","Pancho, Augustina Dominique ""Ditse Tina"" Cruz","Pancho, Gavini ""Apol"" C.","Pancho, Gavini ""Apol"" C.","Pancho, Gavini ""Apol"" C.","Pancho, Pedro M.","Pancho, Pedro M.","Pancho, Pedro M.","Villarama, Wilfrido ""Willie"" B.","Pancho, Pedro M.","Pancho, Pedro M.","Pancho, Pedro M.","Rivera, Vicente Jr. C."
Region V (Bicol Region),"Camarines Norte, 2nd District","Panotes, Rosemarie ""Ate Toots"" Conejos ","Panotes, Rosemarie ""Ate Toots"" Conejos ","Panotes, Marisol Conejos","Panotes, Marisol Conejos","Panotes, Elmer ""Eming"" Ellaga","Panotes, Elmer ""Eming"" Ellaga",,,,,,,
Region III (Central Luzon),"Nueva Ecija, 4th District","Pascual, Emerson ""Emeng"" David","Pascual, Emerson ""Emeng"" David","Natividad-Nagaño, Maricel G., MD.","Antonino-Nadres, Magnolia Rosa C.","Antonino-Nadres, Magnolia Rosa C.","Antonino, Rodolfo Welborn","Antonino, Rodolfo Welborn","Antonino, Rodolfo Welborn","Villareal, Raul L.","Villareal, Julita Lorenzo","Villareal, Julita Lorenzo","Lorenzo, Victorio A.","De Guzman, Nicanor Jr. G."
NCR (National Capital Region),"Makati City, 1st District","Lagdameo, Monique Yazmin Q.","Peña, Romulo Jr. ""Kid""","Peña, Romulo Jr. ""Kid""","Del Rosario, Manuel Monsour III Tabib","Lagdameo, Monique Yazmin María ""Nik"" Quirino","Lagdameo, Monique Yazmin María ""Nik"" Quirino","Locsin, Teodoro ""Teddy Boy"" Jr. Lopez","Locsin, Teodoro ""Teddy Boy"" Jr. Lopez","Locsin, Teodoro ""Teddy Boy"" Jr. Lopez","Arroyo, Ceferino Jr. ""Joker"" Paz",,,
CARAGA (Caraga Administrative Region),"Surigao del Sur, 2nd District","Pimentel, Alexander ""Ayec"" T.","Pimentel, Johnny Ty","Pimentel, Johnny Ty","Pimentel, Johnny Ty","Garay, Florencio ""Inciong"" C.","Garay, Florencio ""Inciong"" C.","Garay, Florencio ""Inciong"" C.","Falcon, Peter Paul Jed C.","Falcon, Jesnar R.","Falcon, Jesnar R.","Falcon, Jesnar R.","Estrella, Ernesto T.","Estrella, Ernesto T."
CARAGA (Caraga Administrative Region),"Agusan del Sur, 2nd District","Plaza, Eddiebong G.","Plaza, Eddiebong G.","Plaza, Adolph Edward ""Eddiebong"" Galido","Mellana, Evelyn Plaza","Mellana, Evelyn Plaza","Mellana, Evelyn Plaza",,,,,,,
Region III (Central Luzon),"Bulacan, 6th District","Pleyto, Salvador Sr. Austria ","Pleyto, Salvador Sr. Austria ",,,,,,,,,,,
Region I (Ilocos Region),"Pangasinan, 6th District","Primicias-Agabas, Marlyn ""Len"" Legaspi","Primicias-Agabas, Marlyn ""Len"" Legaspi","Agabas, Tyrone D.","Primicias-Agabas, Marlyn L.","Primicias-Agabas, Marlyn L.","Primicias-Agabas, Marlyn L.","Estrella, Conrado III M.","Estrella, Conrado III M.","Estrella, Conrado III M.","Shahani, Ranjit Ramos","Shahani, Ranjit Ramos","Estrella, Conrado III M.","Estrella, Conrado III M."
NCR (National Capital Region),"Quezon City, 3rd District","Pumaren, Franz ""Coach Franz"" Santiago","Pumaren, Franz ""Coach Franz"" Santiago","Reyes, Allan Benedict S.","Banal, Jorge ""Bolet"" B.","Banal, Jorge ""Bolet"" B.","Banal, Jorge ""Bolet"" B.","Defensor, Matias Jr, Villarica","Defensor, Matias Jr, Villarica","Defensor, Ma. Theresa ""Maite"" Tan","Defensor, Michael ""Mike"" T.","Defensor, Michael ""Mike"" T.","Roldan, Dennis Y.","Coseteng, Anna Dominique ""Nikki"" Marquez-Lim"
Region IV-A (CALABARZON),"Antipolo City, 1st District","Puno, Ronaldo V.","Puno, Roberto ""Robbie"" Villanueva","Puno, Roberto ""Robbie"" Villanueva","Roa-Puno, Cristina ""Chiqui""","Puno, Roberto ""Robbie"" Villanueva","Puno, Roberto ""Robbie"" Villanueva","Puno, Roberto ""Robbie"" Villanueva","Puno, Ronaldo ""Ronnie"" Villanueva",,,,,
NCR (National Capital Region),"Marikina City, 2nd District","Quimbo, Romero Federico ""Miro"" Saenz","Quimbo, Stella Luz A.","Quimbo, Stella Luz A.","Quimbo, Romero Federico ""Miro"" Saenz","Quimbo, Romero Federico ""Miro"" Saenz","Quimbo, Romero Federico ""Miro"" Saenz","De Guzman, Del Reyes",,,,,,
Region VII (Central Visayas),"Cebu City, 2nd District","Rama, Eduardo Jr. Roa","Rama, Eduardo Jr. Roa","Abellanosa, Rodrigo ""Bebot"" Abellana","Abellanosa, Rodrigo ""Bebot"" Abellana","Abellanosa, Rodrigo ""Bebot"" Abellana","Osmeña, Tomas ""Tommy"" de la Rama","Cuenco, Antonio ""Tony"" Veloso","Cuenco, Antonio ""Tony"" Veloso","Cuenco, Antonio ""Tony"" Veloso","Cuenco, Nancy Roa","Cuenco, Antonio ""Tony"" Veloso","Cuenco, Antonio ""Tony"" Veloso","Cuenco, Antonio ""Tony"" Veloso"
Region IV-A (CALABARZON),"Batangas, 6th District","Recto, Ralph Gonzalez ","Recto, Ralph Gonzalez ","Santos-Recto, Rosa Vilma T.","Santos-Recto, Rosa Vilma T.",,,,,,,,,
Region X (Northern Mindanao),"Iligan City, Lone District","Regencia, Celso G.","Regencia, Celso G.","Siao, Frederick ""Freddie""","Siao, Frederick ""Freddie""","Belmonte, Vicente Jr. ""Varf"" F.","Belmonte, Vicente Jr. ""Varf"" F.",,,,,,,
Region IV-A (CALABARZON),"Cavite, 7th District","Remulla, Crispin Diego ""Ping"" Diaz","Remulla, Crispin Diego ""Ping"" Diaz","Remulla, Jesus Crispin ""Boying"" Catibayan","Tolentino, Abraham ""Bambol"" Ng","Tolentino, Abraham Ng","Remulla, Jesus Crispin ""Boying"" Catibayan",,,,,,,
Region IV-A (CALABARZON),"Cavite, 2nd District","Revilla, Lani Mercado","Revilla, Lani Mercado","Revilla, Strike B.","Revilla, Strike B.","Merado-Revilla, Lani","Merado-Revilla, Lani","Braganza, Elpidio ""Pidi"" Jr. Frani","Remulla, Gilbert Cesar Catibayan","Remulla, Gilbert Cesar Catibayan","Maliksi, Erineo ""Ayong"" Saquilayan","Dragon, Renato Portella","Dragon, Renato Portella","Dragon, Renato Portella"
Region IV-A (CALABARZON),"Cavite, 1st District","Revilla, Ramon ""Jolo"" III Bautista","Revilla, Ramon ""Jolo"" III Bautista","Abaya, Francis Gerald ""Boy Blue"" Aguinaldo","Abaya, Francis Gerald ""Boy Blue"" Aguinaldo","Abaya, Francis Gerald ""Boy Blue"" Aguinaldo","Abaya, Joseph Emilio ""Jun"" Aguinaldo","Abaya, Joseph Emilio ""Jun"" Aguinaldo","Abaya, Joseph Emilio ""Jun"" Aguinaldo","Abaya, Plaridel Madarang","Abaya, Plaridel Madarang","Abaya, Plaridel Madarang","Nazareno, Dominador Jr. G.","Guerrero, Leonardo L."
NCR (National Capital Region),"Quezon City, 4th District","Suntay, Jesus ""Bong"" C.","Rillo, Marvin De Castro","Suntay, Jesus ""Bong"" C.","Belmonte, Fernando Feliciano Jr. ""Sonny"" Racimo","Belmonte, Fernando Feliciano Jr. ""Sonny"" Racimo","Belmonte, Fernando Feliciano Jr. ""Sonny"" Racimo","Castelo-Daza, Nanette","Castelo-Daza, Nanette","Castelo-Daza, Nanette","Belmonte, Fernando Feliciano Jr. ""Sonny"" Racimo","Belmonte, Fernando Feliciano Jr. ""Sonny"" Racimo","Belmonte, Fernando Feliciano Jr. ""Sonny"" Racimo","Mathay, Ismael Jr. ""Mel"" A."
Region III (Central Luzon),"Tarlac, 3rd District","Rivera, Noel Nacpil","Rivera, Noel Nacpil","Villanueva, Noel Lopez","Villanueva, Noel Lopez","Villanueva, Noel Lopez","Lapus, Jeci Aquino","Lapus, Jeci Aquino","Lapus, Jesli Aquino","Lapus, Jesli Aquino","Lapus, Jesli Aquino","Aquino, Herminio Sanchez","Aquino, Herminio Sanchez","Aquino, Herminio Sanchez"
Region III (Central Luzon),"San Jose Del Monte City, Lone District","Robes, Arturo ""Arthur"" Bardillon","Robes, Arturo ""Arthur"" Bardillon","Robes, Florida ""Rida"" P.","Robes, Florida ""Rida"" P.","Robes, Arturo ""Arthur"" Bardillon","Robes, Arturo ""Arthur"" Bardillon","Robes, Arturo ""Arthur"" Bardillon","Roquero, Eduardo ""Dr. Ed"" V.",,,,,
Region V (Bicol Region),"Catanduanes, Lone District","Rodriguez, Eulogio ""Leo"" Rante ","Rodriguez, Eulogio ""Leo"" Rante ","Sanchez, Hector S.","Sarmiento, Cesar V.","Sarmiento, Cesar V.","Sarmiento, Cesar V.","Santiago, Joseph A.","Santiago, Joseph A.","Santiago, Joseph A.","Verceles, Leandro Jr. B.","Verceles, Leandro Jr. B.","Verceles, Leandro Jr. B.","Tapia, Moises M."
Region X (Northern Mindanao),"Cagayan de Oro City, 2nd District","Rodriguez, Rufus Bautista","Rodriguez, Rufus Bautista","Rodriguez, Rufus Bautista","Rodriguez, Maximo Jr. ""Maxie"" Bautista","Rodriguez, Rufus Bautista","Rodriguez, Rufus Bautista","Rodriguez, Rufus Bautista",,,,,,
Region III (Central Luzon),"Bataan, 1st District","Roman, Antonino ""Tony""III Batista","Roman, Geraldine Batista","Roman, Geraldine Batista","Roman, Geraldine Batista","Roman, Herminia Batista","Roman, Herminia Batista","Roman, Herminia Batista","Roman, Antonino Jr. Pascual","Roman, Antonino Jr. Pascual","Roman, Antonino Jr. Pascual","Payumo, Felicito ""Tong"" C.","Payumo, Felicito ""Tong"" C.","Payumo, Felicito ""Tong"" C."
Region VIII (Eastern Visayas),"Leyte, 1st District","Romualdez, Ferdinand Martin Gomez","Romualdez, Ferdinand Martin Gomez","Romualdez, Ferdinand Martin Gomez","Romualdez, Yedda Marie Kittilstvedt","Romualdez, Ferdinand Martin Gomez","Romualdez, Ferdinand Martin Gomez","Romualdez, Ferdinand Martin Gomez","Petilla, Remedios ""Matin"" Loreto","Failon, Mario Teodoro ""Ted"" Etong","Romualdez, Alfred S.","Marcos, Imelda Romualdez","Montejo, Cirilo ""Roy"" Gallaron","Montejo, Cirilo ""Roy"" Gallaron"
Region X (Northern Mindanao),"Camiguin, Lone District","Romualdo, Jurdin Jesus ""JJ"" Modina","Romualdo, Jurdin Jesus ""JJ"" Modina","Romualdo, Xavier Jesus ""XJ"" Dela Fuente","Romualdo, Xavier Jesus ""XJ"" Dela Fuente","Romualdo, Xavier Jesus ""XJ"" Dela Fuente","Romualdo, Pedro Palarca","Romualdo, Pedro Palarca","Romualdo, Jurdin Jesus ""JJ"" Modina","Romualdo, Jurdin Jesus ""JJ"" Modina","Romualdo, Jurdin Jesus ""JJ"" Modina","Romualdo, Pedro Palarca","Romualdo, Pedro Palarca","Romualdo, Pedro Palarca"
NCR (National Capital Region),"Pasig City, Lone District","Romulo, Roman Tecson","Romulo, Roman Tecson","Romulo, Roman Tecson","Eusebio, Richard ""Ricky"" C.","Romulo, Roman Tecson","Romulo, Roman Tecson","Romulo, Roman Tecson","Jaworski, Robert Jr. ""Dodot"" Bautista",Henry P. Lanot;,"Henry P. Lanot; 
Cariño, Noel Toti M.","Rufino ""Pinong"" S. Javier","Rufino ""Pinong"" S. Javier","Rufino ""Pinong"" S. Javier"
Region X (Northern Mindanao),"Bukidnon, 4th District","Roque, Laarni Lavin","Roque, Laarni Lavin","Roque, Rogelio Neil ""Oneil"" P.","Roque, Rogelio Neil ""Oneil"" P.","Roque, Rogelio Neil ""Oneil"" P.",,,,,,,,
Region XII (SOCCSKSARGEN),"North Cotabato, 1st District","Sacdalan, Joselito ""Joel"" S.","Sacdalan, Joselito ""Joel"" S.","Sacdalan, Joselito ""Joel"" S.","Sacdalan, Jesus ""Susing"" Nonato","Sacdalan, Jesus ""Susing"" Nonato","Sacdalan, Jesus ""Susing"" Nonato","Taliño-Mendoza, Emmylou ""Lala"" Jacolo","Taliño-Mendoza, Emmylou ""Lala"" Jacolo","Taliño-Mendoza, Emmylou ""Lala"" Jacolo","Dequiña, Anthony P.","Dequiña, Anthony P.","Dequiña, Anthony P.","Gutang, Rodrigo B."
Region VII (Central Visayas),"Negros Oriental, 2nd District","Sagarbarria, Ma. Isabel L.","Sagarbarria, Manuel T.","Sagarbarria, Manuel T.","Sagarbarria, Manuel T.","Arnaiz, George P.","Arnaiz, George P.","Arnaiz, George P.","Macias, Emilio II Cabrera","Macias, Emilio II Cabrera","Macias, Emilio II Cabrera","Romero, Miguel ""Mike"" L.","Romero, Miguel ""Mike"" L.","Romero, Miguel ""Mike"" L."
Region XII (SOCCSKSARGEN),"Sultan Kudarat, 1st District","Sakaluran, Bai Rihan M.","Sakaluran, Bai Rihan M.","Sakaluran, Bai Rihan M.","Mangudadatu, Suharto T.","Sakaluran, Raden C.","Sakaluran, Raden C.","Mangudadatu, Datu Pax S.",,,,,,
Region V (Bicol Region),"Albay, 2nd District","Loria, Carlos ""Caloy"" Andes","Salceda, Jose Ma. Clemente ""Joey"" Sarte","Salceda, Jose Ma. Clemente ""Joey"" Sarte","Salceda, Jose Ma. Clemente ""Joey"" Sarte","Bichara, Al Francis C.","Bichara, Al Francis C.","Bichara, Al Francis C.","Imperial, Carlos ""Papay"" del Rosario","Imperial, Carlos ""Papay"" del Rosario","Imperial, Norma B.","Imperial, Carlos ""Papay"" del Rosario","Imperial, Carlos ""Papay"" del Rosario","Imperial, Carlos ""Papay"" del Rosario"
BARMM (Bangsamoro Autonomous Region in Muslim Mindanao),"Tawi-Tawi, Lone District","Sali, Dimszar M.","Sali, Dimszar M.","Matba, Rashidin H.","Sahali, Ruby Maquiso","Sahali, Ruby Maquiso","Jaafar, Nur G.","Jaafar, Nur G.","Abubakar, Anuar J.","Jaafar, Soraya C.","Jaafar, Nur G.","Jaafar, Nur G.","Jaafar, Nur G.","Bandon, Alawadin Jr. T.; 
Espaldon, Romulo Mercader"
Region VII (Central Visayas),"Cebu, 4th District","Shimura, Sun Judal","Salimbangon, Janice Z.","Salimbangon, Janice Z.","Salimbangon, Benhur L.","Salimbangon, Benhur L.","Salimbangon, Benhur L.","Salimbangon, Benhur L.; 
Martinez, Celestino III ""Tining"" Asas","Martinez, Clavel Asas","Martinez, Clavel Asas","Martinez, Clavel Asas","Martinez, Celestino Jr. ""Junie"" E.","Martinez, Celestino Jr. ""Junie"" E.","Martinez, Celestino Jr. ""Junie"" E."
Region IV-B (MIMAROPA),"Palawan, 1st District","Salvame, Rosalie Ang","Salvame, Edgardo ""Egay"" Villagracia","Alvarez, Franz ""Chicoy"" E.","Alvarez, Franz ""Chicoy"" E.","Alvarez, Franz ""Chicoy"" E.","Alvarez, Antonio C.","Alvarez, Antonio C.","Alvarez, Antonio C.","Sandoval, Vicente ""Brown"" A.","Sandoval, Vicente ""Brown"" A.","Sandoval, Vicente ""Brown"" A.","Ponce de Leon, David A.","Ponce de Leon, David A."
Region XII (SOCCSKSARGEN),"North Cotabato, 3rd District","Santos, Ma. Alana Samantha T.","Santos, Ma. Alana Samantha T.","Tejada, Jose ""Ping-Ping"" I.","Tejada, Jose ""Ping-Ping"" I.","Tejada, Jose ""Ping-Ping"" I.",,,,,,,,
Region III (Central Luzon),"Bulacan, 3rd District","Violago, Mark Cholo I.","Silverio, Lorna Cillian","Silverio, Lorna Cillian","Silverio, Lorna Cillian","Mendoza, Joselito ""Jonjon"" R.","Mendoza, Joselito ""Jonjon"" R.","Silverio, Lorna Cillian","Silverio, Lorna Cillian","Silverio, Lorna Cillian","Silverio, Ricardo ""Carding"" Cruz","Silverio, Ricardo ""Carding"" Cruz","Silverio, Ricardo ""Carding"" Cruz","Cabochan, Jose L."
Region I (Ilocos Region),"Ilocos Sur, 2nd District","Singson-Meehan, Grace Kristine ""Kris"" Gacula","Singson-Meehan, Kristine","Singson-Meehan, Kristine","Singson, Eric Dario","Singson, Eric Dario","Singson, Eric Jr. Gacula","Singson, Eric Dario","Singson, Eric Dario","Singson, Eric Dario","Singson, Grace Gacula","Singson, Eric Dario","Singson, Eric Dario","Singson, Eric Dario"
Region I (Ilocos Region),"Ilocos Sur, 1st District","Singson, Ronald Versoza","Singson, Ronald Versoza","Savellano, Deogracias Victor ""DV"" B.","Savellano, Deogracias Victor ""DV"" B.","Singson, Ronald Versoza","Singson, Ronald Versoza; 
Singson, Ryan Luis Versoza","Singson, Ronald Versoza","Baterina, Salacnib F.","Baterina, Salacnib F.","Baterina, Salacnib F.","Tajon, Mariano M.","Tajon, Mariano M.","Singson, Luis ""Chavit"" Crisologo"
Region XII (SOCCSKSARGEN),"Sarangani, Lone District","Solon, Steve Chiongbian","Solon, Steve Chiongbian","Pacquiao, Rogelio ""Ruel"" Dapidran","Pacquiao, Rogelio ""Ruel"" Dapidran","Pacquiao, Emmanuel ""Manny"" Dapidran","Pacquiao, Emmanuel ""Manny"" Dapidran","Chiongbian, Erwin Lopong","Chiongbian, Erwin Lopong","Chiongbian, Erwin Lopong","Domino, Juan","Chiongbian, James L.",,
Region X (Northern Mindanao),"Cagayan de Oro City, 1st District","Suan, Gilberto G.","Suan, Gilberto G.","Uy, Rolando ""Klarex"" A.","Uy, Rolando ""Klarex"" A.","Uy, Rolando ""Klarex"" A.","Benaldo, Jose Benjamin ""Benjo"" Abrio","Uy, Rolando ""Klarex"" A.",,,,,,
Region XII (SOCCSKSARGEN),"Sultan Kudarat, 2nd District","Suansing, Horacio Jr. ""Toto"" P.","Suansing, Horacio Jr. ""Toto"" P.","Suansing, Horacio Jr. ""Toto"" P.","Suansing, Horacio Jr. ""Toto"" P.","Go, Arnulfo F.","Go, Arnulfo F.","Go, Arnulfo F.",,,,,,
Region III (Central Luzon),"Nueva Ecija, 1st District","Suansing, Mikaela Angela Bongat","Suansing, Mikaela Angela Bongat","Suansing, Estrellita ""Ging"" B.","Suansing, Estrellita ""Ging"" B.","Suansing, Estrellita ""Ging"" B.","Joson, Josefina Manuel","Joson, Eduardo Nonato N.","Joson, Josefina Manuel","Joson, Josefina Manuel","Joson, Josefina Manuel","Diaz, Renato V.","Diaz, Renato V.","Joson, Eduardo Nonato N."
Region IV-A (CALABARZON),"Quezon, 2nd District","Suarez, David ""Jay-Jay"" Catarina","Suarez, David ""Jay-Jay"" Catarina","Suarez, David ""Jay-Jay"" Catarina","Alcala, Vicente ""Kulit"" Jaraza","Alcala, Vicente ""Kulit"" Jaraza","Vicente, Irvin Maaño","Alcala, Proceso ""Procy"" Jaraza","Alcala, Proceso ""Procy"" Jaraza","Punzalan, Lynette Arao","Punzalan, Marcial Jr. C.","Punzalan, Marcial Jr. C.","Punzalan, Marcial Jr. C.","Tagarao, Mario Lupisan"
Region V (Bicol Region),"Camarines Norte, 1st District","Tallado, Josefina ""Josie"" Baning","Tallado, Josefina ""Josie"" Baning","Tallado, Josefina B.","Unico, Renato Jr. ""Kuya Jojo"" J.","Barcelona-Reyes, Catherine ""Cathy""","Unico, Renato Jr. ""Kuya Jojo"" J.",,,,,,,
NCR (National Capital Region),"Parañaque City, 2nd District","Yamsuan, Brian Raymund S.","Tambunting, Gustavo ""Gus"" Suarez","Tambunting, Joy Myra S.","Tambunting, Gustavo ""Gus"" Suarez","Tambunting, Gustavo ""Gus"" Suarez","Golez, Jose Roilo Solis","Golez, Jose Roilo Solis","Golez, Jose Roilo Solis",,,,,
Region II (Cagayan Valley),"Isabela, 4th District","Tan, Joseph ""Bespren"" Salvador","Tan, Joseph ""Bespren"" Salvador","Tan, Alyssa Sheena P.","Aggabao, Ma. Lourdes R.","Aggabao, Giorgidi B.","Aggabao, Giorgidi B.","Aggabao, Giorgidi B.","Miranda, Anthony C.","Abaya, Antonio M.; 
Aggabao, Giorgidi B.","Alvarez, Heherson ""Sonny"" Turingan","Abaya, Antonio M.","Abaya, Antonio M.","Abaya, Antonio M."
Region IV-A (CALABARZON),"Quezon, 4th District","Tan, Keith Micah ""Atorni Tan"" De Luna","Tan, Keith Micah ""Atorni Tan"" De Luna","Tan, Angelina ""Helen"" De Luna","Tan, Angelina ""Helen"" De Luna","Tan, Angelina ""Helen"" De Luna","Tañada, Lorenzo III ""Erin"" Reyes","Tañada, Lorenzo III ""Erin"" Reyes","Tañada, Lorenzo III ""Erin"" Reyes","Yumul-Hermida, Georgilu R.","Tañada, Wigberto Sr. ""Ka Bobby"" Ebarle","Tañada, Wigberto Sr. ""Ka Bobby"" Ebarle","Lavides, Manolet O.","Santos, Oscar ""Ka Oca"" F."
Region VIII (Eastern Visayas),"Samar, 2nd District","Tan, Reynolds Michael ""Mike"" T.","Tan, Reynolds Michael ""Mike"" T.","Tan, Sharee Ann Tee","Tan, Milagrosa ""Mila"" Tee","Tan, Milagrosa ""Mila"" Tee","Tan, Milagrosa ""Mila"" Tee","Tan, Sharee Ann Tee","Figueroa, Catalino ""Cata"" V.","Nachura, Antonio Eduardo Bermejo","Nachura, Antonio Eduardo Bermejo","Figueroa, Catalino ""Cata"" V.","Figueroa, Catalino ""Cata"" V.","Garduce, Venacio Tuazon"
BARMM (Bangsamoro Autonomous Region in Muslim Mindanao),"Sulu, 1st District","Tan, Samier A.","Tan, Samier A.","Tan, Samier A.","Loong, Habib Tupay T.","Loong, Habib Tupay T.","Loong, Habib Tupay T.","Jikiri, Yusop H.","Amin, Hussin Ututalum","Amin, Hussin Ututalum","Amin, Hussin Ututalum","Tulawie, Bensaudi O.","Tulawie, Bensaudi O.","Tan, Abdusakur ""Sakur"" Mahail"
Region VIII (Eastern Visayas),"Samar, 1st District","Tan, Stephen James","Tan, Stephen James","Sarmiento, Edgar Mary Sevilla","Sarmiento, Edgar Mary Sevilla","Sarmiento, Mel Senen Sevilla","Sarmiento, Mel Senen Sevilla","Uy, Reynaldo ""Ining"" S.","Uy, Reynaldo ""Ining"" S.","Uy, Reynaldo ""Ining"" S.","Tuazon, Rodolfo T.","Tuazon, Rodolfo T.","Tuazon, Rodolfo T.","Roño, Jose ""Peping"" A."
Region IV-A (CALABARZON),"Rizal, 2nd District","Tanjuatco, Emigno III ""Dino"" Palou","Tanjuatco, Emigno III ""Dino"" Palou","Nograles, Juan Fidel Felipe F.","Rodriguez, Isidro Jr. ""Jun"" Santos","Rodriguez, Isidro Jr. ""Jun"" Santos","Rodriguez, Isidro Jr. ""Jun"" Santos","Rodriguez-Zaldarriaga, Adelina","Rodriguez, Isidro Jr. ""Jun"" Santos","Rodriguez, Isidro Jr. ""Jun"" Santos","Rodriguez, Isidro Jr. ""Jun"" Santos","Tanjuatco, Emigdio Jr. ""Dino"" Sumulong","Tanjuatco, Emigdio Jr. ""Dino"" Sumulong","Tanjuatco, Emigdio Jr. ""Dino"" Sumulong"
Region IV-B (MIMAROPA),"Occidental Mindoro, Lone District","Tarriela, Leody ""Odie"" Flores","Tarriela, Leody ""Odie"" Flores","Ramirez-Sato, Josephine","Ramirez-Sato, Josephine Y.","Ramirez-Sato, Josephine Y.","Vilarosa, Ma. Amelita Calimbas","Vilarosa, Ma. Amelita Calimbas","Vilarosa, Ma. Amelita Calimbas","Ramirez-Sato, Josephine Y.","Vilarosa, Ma. Amelita Calimbas; 
Quintos, Ricardo V.","Villarosa, Jose Tapales","Villarosa, Jose Tapales","Mendiola, Mario Gene J."
NCR (National Capital Region),"Marikina City, 1st District","Teodoro, Marcelino ""Mercy"" Reyes","Teodor, Marjorie Ann ""Maan"" ANG","Fernando, Bayani F.","Fernando, Bayani Flores","Teodoro, Marcelino ""Marcy"" Reyes","Teodoro, Marcelino ""Marcy"" Reyes","Teodoro, Marcelino ""Marcy"" Reyes",,,,,,
Region VII (Central Visayas),"Negros Oriental, 3rd District","Degamo, Janice","Teves, Arnolfo Jr. ""Arnie"" A.","Teves, Arnolfo Jr. ""Arnie"" A.","Teves, Arnolfo Jr. ""Arnie"" A.","Teves, Pryde Henry A.","Teves, Pryde Henry A.","Teves, Pryde Henry A.","Teves, Herminio “Meniong” Guivelondo","Teves, Herminio “Meniong” Guivelondo","Teves, Herminio “Meniong” Guivelondo","Teves, Margarito ""Gary"" Bustaliño","Teves, Margarito ""Gary"" Bustaliño","Teves, Margarito ""Gary"" Bustaliño"
NCR (National Capital Region),"Navotas City, Lone District","Tiangco, Tobias ""Toby"" M.","Tiangco, Tobias ""Toby"" M.","Tiangco, John Reynald M.","Tiangco, Tobias ""Toby"" M.","Tiangco, Tobias ""Toby"" M.","Tiangco, Tobias ""Toby"" M.",,,,,,,
NCR (National Capital Region),"Manila, 5th District","Tieng, William Irwin","Tieng, William Irwin","Bagatsing, Cristal L.","Bagatsing, Cristal L.","Bagatsing, Amado Sevilla","Bagatsing, Amado Sevilla","Bagatsing, Amado Sevilla","Hizon, Joey D.","Hizon, Joey D.","Hizon, Joey D.","Bagatsing, Amado Sevilla","Bagatsing, Amado Sevilla","Bagatsing, Amado Sevilla"
Region IV-A (CALABARZON),"Cavite, 8th District","Tolentino, Aniela Bianca","Tolentino, Aniela Bianca","Tolentino, Abraham ""Bambol"" Ng",,,,,,,,,,
Region VIII (Eastern Visayas),"Leyte, 3rd District","Tuazon, Anna Victoria Veloso","Tuazon, Anna Victoria Veloso","Veloso, Vicente Sofronio III ""Ching"" E.","Veloso, Vicente Sofronio III ""Ching"" E.","Salvacion, Andres Jr. D.","Salvacion, Andres Jr. D.","Salvacion, Andres Jr. D.","Veloso, Eduardo K.","Veloso, Eduardo K.","Veloso, Eduardo K.","Veloso, Alberto S.","Veloso, Alberto S.","Veloso, Alberto S."
NCR (National Capital Region),"Quezon City, 2nd District","Tulfo, Ralp Wendell Pineda","Tulfo, Ralp Wendell Pineda","Castelo, Precious Hipolito","Castelo, Winston ""Winnie"" T.","Castelo, Winston ""Winnie"" T.","Castelo, Winston ""Winnie"" T.","Susano, Mary Ann L.","Susano, Mary Ann L.","Mathay, Ismael III ""Chuck"" Gandionco","Liban, Dante Ventura","Liban, Dante Ventura","Liban, Dante Ventura","Aquino, Antonio L."
Region VI (Western Visayas),"Iloilo, 5th District","Tupas, Binky April M.","Tupas, Raul ""Boboy"" Causing","Tupas, Raul ""Boboy"" Causing","Tupas, Raul ""Boboy"" Causing","Tupas, Niel Jr. ""Junjun"" Causing","Tupas, Niel Jr. ""Junjun"" Causing","Tupas, Niel Jr. ""Junjun"" Causing","Suplico, Rolex Tupas","Suplico, Rolex Tupas","Suplico, Rolex Tupas","Tupas, Niel Sr. D.","Tupas, Niel Sr. D.","Tupas, Niel Sr. D."
